Versenyszám,Nem,Év,Helyezés,Név,Futó_név,Klub,Eredmény_sec
400 m gát,M,1946,1,Kiss József Törekvés,Kiss József,Törekvés,57.2
400 m gát,M,1946,2,Pálffi Tihamér Ferencvárosi TC,Pálffi Tihamér,Ferencvárosi TC,59.4
400 m gát,M,1946,3,Kalotai Vilmos Bp. Vasas,Kalotai Vilmos,Bp. Vasas,59.7
400 m gát,M,1947,1,Kiss József Törekvés,Kiss József,Törekvés,56.0
400 m gát,M,1947,2,Karácsony Nándor Pécsi VSK,Karácsony Nándor,Pécsi VSK,57.6
400 m gát,M,1947,3,Lippay Antal Pécsi VSK,Lippay Antal,Pécsi VSK,58.5
400 m gát,M,1948,1,Lombos Dezső Kereskedelmi Alkalmazottak OE,Lombos Dezső,Kereskedelmi Alkalmazottak OE,54.8
400 m gát,M,1948,2,Bérdi Elemér Újpesti TE,Bérdi Elemér,Újpesti TE,56.6
400 m gát,M,1948,3,Kiss József Törekvés,Kiss József,Törekvés,57.4
400 m gát,M,1949,1,Lombos Dezső MTK,Lombos Dezső,MTK,55.4
400 m gát,M,1949,2,Bérdi Elemér Újpesti TE,Bérdi Elemér,Újpesti TE,56.5
400 m gát,M,1949,3,Lippay Antal Pécsi Lokomotív,Lippay Antal,Pécsi Lokomotív,57.4
400 m gát,M,1950,1,Lombos Dezső Textiles,Lombos Dezső,Textiles,56.0
400 m gát,M,1950,2,Bérdi Elemér Bp. Dózsa,Bérdi Elemér,Bp. Dózsa,56.0
400 m gát,M,1950,3,Lippay Antal Pécsi Lokomotív,Lippay Antal,Pécsi Lokomotív,56.2
400 m gát,M,1951,1,Lippay Antal Baranya,Lippay Antal,Baranya,54.9
400 m gát,M,1951,2,Csenger Attila Budapest,Csenger Attila,Budapest,55.2
400 m gát,M,1951,3,Bárdi Elemér Budapest,Bárdi Elemér,Budapest,55.8
400 m gát,M,1952,1,Lippay Antal SZOT I.,Lippay Antal,SZOT I.,52.8
400 m gát,M,1952,2,Kiss Ernő Honvéd SE,Kiss Ernő,Honvéd SE,54.5
400 m gát,M,1952,3,Lombos Dezső Bástya SE,Lombos Dezső,Bástya SE,55.5
400 m gát,M,1953,1,Lippay Antal Baranya megye,Lippay Antal,Baranya megye,53.5
400 m gát,M,1953,2,Kiss Ernő Hajdu-Bihar,Kiss Ernő,Hajdu-Bihar,56.1
400 m gát,M,1953,3,Bérdi Elemér Budapest,Bérdi Elemér,Budapest,56.8
400 m gát,M,1954,1,Botár Attila Dózsa SE,Botár Attila,Dózsa SE,52.6
400 m gát,M,1954,2,Lippay Antal Lokomotív,Lippay Antal,Lokomotív,52.7
400 m gát,M,1954,3,Lombos Dezső Vörös Lobogó,Lombos Dezső,Vörös Lobogó,53.9
400 m gát,M,1955,1,Lombos Dezső Bp. Vörös Lobogó,Lombos Dezső,Bp. Vörös Lobogó,53.0
400 m gát,M,1955,2,Botár Attila Bp. Dózsa,Botár Attila,Bp. Dózsa,53.6
400 m gát,M,1955,3,Csenger Attila Bp. Vasas,Csenger Attila,Bp. Vasas,55.8
400 m gát,M,1956,1,Botár Attila Bp. Dózsa,Botár Attila,Bp. Dózsa,53.0
400 m gát,M,1956,2,Lippay Antal Törekvés,Lippay Antal,Törekvés,53.1
400 m gát,M,1956,3,Lombos Dezső Vörös Lobogó,Lombos Dezső,Vörös Lobogó,56.1
400 m gát,M,1957,1,Botár Attila Újpesti Dózsa,Botár Attila,Újpesti Dózsa,52.7
400 m gát,M,1957,2,Lippay Antal Pécsi VSK,Lippay Antal,Pécsi VSK,53.0
400 m gát,M,1957,3,Lombos Dezső MAFC,Lombos Dezső,MAFC,55.9
400 m gát,M,1958,1,Botár Attila Újpesti Dózsa,Botár Attila,Újpesti Dózsa,53.0
400 m gát,M,1958,2,Lombos Dezső Pécsi VSK,Lombos Dezső,Pécsi VSK,55.3
400 m gát,M,1958,3,Majercsik Mihály Bp. Spartacus,Majercsik Mihály,Bp. Spartacus,55.4
400 m gát,M,1959,1,Munkácsi István Magyar Pamut,Munkácsi István,Magyar Pamut,53.7
400 m gát,M,1959,2,Lippay Antal Pécsi VSK,Lippay Antal,Pécsi VSK,53.8
400 m gát,M,1959,3,Botár Attila Újpesti Dózsa,Botár Attila,Újpesti Dózsa,53.9
400 m gát,M,1960,1,Munkácsi István Magyar Pamut,Munkácsi István,Magyar Pamut,53.3
400 m gát,M,1960,2,Botár Attila Újpesti Dózsa,Botár Attila,Újpesti Dózsa,53.5
400 m gát,M,1960,3,Turóczi Árpád Bp. Honvéd,Turóczy Árpád,Bp. Honvéd,54.8
400 m gát,M,1961,1,Munkácsi István Magyar Pamut,Munkácsi István,Magyar Pamut,52.9
400 m gát,M,1961,2,Török László Újpesti Dózsa,Török László,Újpesti Dózsa,53.8
400 m gát,M,1961,3,Turóczy Árpád Bp. Honvéd,Turóczy Árpád,Bp. Honvéd,54.8
400 m gát,M,1962,1,Török László Újpesti Dózsa,Török László,Újpesti Dózsa,53.3
400 m gát,M,1962,2,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.4
400 m gát,M,1962,3,Vértessy Miklós BEAC,Vértesy Miklós,BEAC,53.5
400 m gát,M,1963,1,Vértesy Miklós BEAC,Vértesy Miklós,BEAC,53.2
400 m gát,M,1963,2,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.3
400 m gát,M,1963,3,Giczei Csaba Debreceni VSC,Giczei Csaba,Debreceni VSC,54.3
400 m gát,M,1964,1,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,52.8
400 m gát,M,1964,2,Vértessy Miklós BEAC,Vértesy Miklós,BEAC,53.4
400 m gát,M,1964,3,Oros Ferenc TFSE,Oros Ferenc,TFSE,54.0
400 m gát,M,1965,1,Vértesy Miklós Vasas,Vértesy Miklós,Vasas,52.8
400 m gát,M,1965,2,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.7
400 m gát,M,1965,3,Oros Ferenc TFSE,Oros Ferenc,TFSE,54.2
400 m gát,M,1966,1,Oros Ferenc Szolnoki MÁV,Oros Ferenc,Szolnoki MÁV,53.2
400 m gát,M,1966,2,Vértessy Miklós Bp. Vasas,Vértesy Miklós,Bp. Vasas,53.4
400 m gát,M,1966,3,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.7
400 m gát,M,1967,1,Ringhoffer Zsolt Újpesti Dózsa,Ringhoffer Zsolt,Újpesti Dózsa,53.1
400 m gát,M,1967,2,Vértessy Miklós Bp. Vasas,Vértesy Miklós,Bp. Vasas,53.4
400 m gát,M,1967,3,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.9
400 m gát,M,1968,1,Ringhoffer Zsolt Újpesti Dózsa,Ringhoffer Zsolt,Újpesti Dózsa,52.8
400 m gát,M,1968,2,Benkő János Újpesti Dózsa,Benkő János,Újpesti Dózsa,53.7
400 m gát,M,1968,3,Várhelyi György Bp. Honvéd,Várhelyi György,Bp. Honvéd,53.9
400 m gát,M,1969,1,Ringhoffer Zsolt Újpesti Dózsa,Ringhoffer Zsolt,Újpesti Dózsa,51.7
400 m gát,M,1969,2,Kövesdi Ferenc Ózdi Kohász,Kövesdi Ferenc,Ózdi Kohász,52.6
400 m gát,M,1969,3,Mélykuti Béla Bp. Spartacus,Mélykúti Béla,Bp. Spartacus,53.3
400 m gát,M,1970,1,Kövesdi István Bp. Honvéd,Kövesdi István,Bp. Honvéd,52.9
400 m gát,M,1970,2,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,53.7
400 m gát,M,1970,3,Koppányi Zsolt MTK,Koppányi Zsolt,MTK,53.8
400 m gát,M,1971,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,52.2
400 m gát,M,1971,2,Ringhoffer Zsolt Újpesti Dózsa,Ringhoffer Zsolt,Újpesti Dózsa,52.8
400 m gát,M,1971,3,Kövesdi István Bp. Honvéd,Kövesdi István,Bp. Honvéd,53.0
400 m gát,M,1972,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,51.9
400 m gát,M,1972,2,Kövesdi István Ózdi Kohász,Kövesdi István,Ózdi Kohász,52.6
400 m gát,M,1972,3,Aradi János Bp. Honvéd,Aradi János,Bp. Honvéd,52.9
400 m gát,M,1973,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,51.3
400 m gát,M,1973,2,Kövesdi István Ózdi Kohász,Kövesdi István,Ózdi Kohász,52.9
400 m gát,M,1973,3,Aradi János Bp. Honvéd,Aradi János,Bp. Honvéd,52.9
400 m gát,M,1974,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,50.8
400 m gát,M,1974,2,Kövesdi István Ózdi Kohász SE,Kövesdi István,Ózdi Kohász SE,51.6
400 m gát,M,1974,3,Aradi János Bp. Honvéd,Aradi János,Bp. Honvéd,51.6
400 m gát,M,1975,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,51.0
400 m gát,M,1975,2,Kövesdi István Ózdi Kohász,Kövesdi István,Ózdi Kohász,51.9
400 m gát,M,1975,3,Árendás József BEAC,Árendás József,BEAC,53.7
400 m gát,M,1976,1,Aradi János BVSC,Aradi János,BVSC,52.4
400 m gát,M,1976,2,Kövesdi István Ózdi Kohász,Kövesdi István,Ózdi Kohász,52.6
400 m gát,M,1976,3,Koppányi Zsolt Soroksári VOSE,Koppányi Zsolt,Soroksári VOSE,53.3
400 m gát,M,1977,1,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,51.47
400 m gát,M,1977,2,Aradi János BVSC,Aradi János,BVSC,52.87
400 m gát,M,1977,3,Kövesdi István Ózdi Kohász,Kövesdi István,Ózdi Kohász,53.12
400 m gát,M,1978,1,Kövesdi István Debreceni MTE,Kövesdi István,Debreceni MTE,51.27
400 m gát,M,1978,2,Takács József Bp. Vasas,Takács József,Bp. Vasas,52.23
400 m gát,M,1978,3,Árva István Újpesti Dózsa,Árva István,Újpesti Dózsa,52.35
400 m gát,M,1979,1,Szalai József Szolnoki MÁV MTE,Szalai József,Szolnoki MÁV MTE,51.12
400 m gát,M,1979,2,Takács József Diósgyőri VTK,Takács József,Diósgyőri VTK,51.98
400 m gát,M,1979,3,Simon Balla István Dunaújvárosi Kohász,Simon Balla István,Dunaújvárosi Kohász,52.15
400 m gát,M,1980,1,Szalai József Szolnoki MÁV MTE,Szalai József,Szolnoki MÁV MTE,51.1
400 m gát,M,1980,2,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,51.76
400 m gát,M,1980,3,Paulinyi Péter Gödöllői EAC,Paulinyi Péter,Gödöllői EAC,52.02
400 m gát,M,1981,1,Simon Balla István Dunaújvárosi Kohász,Simon Balla István,Dunaújvárosi Kohász,51.28
400 m gát,M,1981,2,Takács József Diósgyőri VTK,Takács József,Diósgyőri VTK,51.74
400 m gát,M,1981,3,Paulinyi Péter Gödöllői EAC,Paulinyi Péter,Gödöllői EAC,51.82
400 m gát,M,1982,1,Simon Balla István Dunaújvárosi Kohász,Simon Balla István,Dunaújvárosi Kohász,51.23
400 m gát,M,1982,2,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,51.37
400 m gát,M,1982,3,Takács József Diósgyőri VTK,Takács József,Diósgyőri VTK,51.63
400 m gát,M,1983,1,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,50.67
400 m gát,M,1983,2,Takács József Diósgyőri VTK,Takács József,Diósgyőri VTK,50.9
400 m gát,M,1983,3,Csapó Lajos Debreceni MVSC,Csapó Lajos,Debreceni MVSC,51.05
400 m gát,M,1984,1,Szalai József Szolnoki MÁV MTE,Szalai József,Szolnoki MÁV MTE,50.59
400 m gát,M,1984,2,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,51.15
400 m gát,M,1984,3,Simon-Balla István Újpesti Dózsa,Simon-Balla István,Újpesti Dózsa,51.37
400 m gát,M,1985,1,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,50.66
400 m gát,M,1985,2,Simon-Balla István Újpesti Dózsa,Simon-Balla István,Újpesti Dózsa,51.21
400 m gát,M,1985,3,Szalai József Szolnoki MÁV MTE,Szalai József,Szolnoki MÁV MTE,51.68
400 m gát,M,1986,1,Simon Balla István Újpesti Dózsa,Simon Balla István,Újpesti Dózsa,49.62
400 m gát,M,1986,2,Spiriev Attila MTK-VM,Spiriev Attila,MTK-VM,49.98
400 m gát,M,1986,3,Takács István Újpesti Dózsa,Takács István,Újpesti Dózsa,50.39
400 m gát,M,1987,1,Bágyi Róbert Bp. Építők,Bágyi Róbert,Bp. Építők,51.11
400 m gát,M,1987,2,Takács J Újpesti Dózsa,Takács József,Újpesti Dózsa,51.57
400 m gát,M,1987,3,Spiriev Attila MTK-VM,Spiriev Attila,MTK-VM,52.0
400 m gát,M,1988,1,Simon Balla István Újpesti Dózsa,Simon Balla István,Újpesti Dózsa,50.48
400 m gát,M,1988,2,Bágyi Róbert Építők SC,Bágyi Róbert,Építők SC,51.28
400 m gát,M,1988,3,Páni Bp. Honvéd,Páni ...,Bp. Honvéd,51.76
400 m gát,M,1989,1,Simon Balla István Újpesti Dózsa,Simon Balla István,Újpesti Dózsa,51.35
400 m gát,M,1989,2,Bágyi Róbert Bp. Honvéd,Bágyi Róbert,Bp. Honvéd,51.6
400 m gát,M,1989,3,Szűcs Béla Bp. Építők,Szűcs Béla,Bp. Építők,51.74
400 m gát,M,1990,1,Bágyi Róbert Bp. Építők,Bágyi Róbert,Bp. Építők,51.0
400 m gát,M,1990,2,Szűcs Béla Csepel SC,Szűcs Béla,Csepel SC,51.91
400 m gát,M,1990,3,Borsós Károly MTK-VM,Borsós Károly,MTK-VM,52.15
400 m gát,M,1991,1,Bágyi Róbert Építők SC,Bágyi Róbert,Építők SC,50.99
400 m gát,M,1991,2,Munkácsi Sándor Újpesti TE,Munkácsi Sándor,Újpesti TE,51.42
400 m gát,M,1991,3,Vasas Zsolt Ikarus,Vasas Zsolt,Ikarus,51.72
400 m gát,M,1992,1,Kovács Dusán Balassagyarmat,Kovács Dusán,Balassagyarmat,51.04
400 m gát,M,1992,2,Bágyi Róbert Újpesti TE,Bágyi Róbert,Újpesti TE,51.52
400 m gát,M,1992,3,Borsos Károly Testvériség,Borsos Károly,Testvériség,51.62
400 m gát,M,1993,1,Kovács Dusán Vitalitas SE,Kovács Dusán,Vitalitas SE,50.51
400 m gát,M,1993,2,Bágyi Róbert MLTC,Bágyi Róbert,MLTC,51.92
400 m gát,M,1993,3,Borsos Károly Testvériség,Borsos Károly,Testvériség,52.19
400 m gát,M,1994,1,Kovács Dusán Vitalitas SE,Kovács Dusán,Vitalitas SE,50.58
400 m gát,M,1994,2,Borsos Károly Testvériség,Borsos Károly,Testvériség,51.57
400 m gát,M,1994,3,Tamásovics Zoltán Bp. Honvéd,Tamásovics Zoltán,Bp. Honvéd,51.99
400 m gát,M,1995,1,Kovács Dusán Vitalitas SE,Kovács Dusán,Vitalitas SE,50.43
400 m gát,M,1995,2,Róth Miklós Újpesti TE,Róth Miklós,Újpesti TE,51.17
400 m gát,M,1995,3,Kelemen Sándor Csepel,Kelemen Sándor,Csepel,52.88
400 m gát,M,1996,2,Kovács Balázs VEDAC,Kovács Balázs,VEDAC,53.11
400 m gát,M,1996,3,Béres Sándor TFSE,Béres Sándor,TFSE,54.05
400 m gát,M,1997,1,Kovács Dusán Zalaegerszegi AC,Kovács Dusán,Zalaegerszegi AC,49.38
400 m gát,M,1997,2,Bédi Tibor Csepel SC,Bédi Tibor,Csepel SC,50.37
400 m gát,M,1997,3,Kelemen Sándor Bp. Honvéd,Kelemen Sándor,Bp. Honvéd,52.69
400 m gát,M,1998,1,Bédi Tibor Csepel SC,Bédi Tibor,Csepel SC,51.52
400 m gát,M,1998,2,Dombi Zétény Csepel SC,Dombi Zétény,Csepel SC,53.03
400 m gát,M,1998,3,Dóczi Sebestyén Ferencvárosi TC,Dóczi Sebestyén,Ferencvárosi TC,54.13
400 m gát,M,1999,1,Bédi Tibor Bp. Honvéd,Bédi Tibor,Bp. Honvéd,50.8
400 m gát,M,1999,2,Gömböcz Endre Haladás VSE,Gömböcz Endre,Haladás VSE,52.73
400 m gát,M,1999,3,S. Juhász Attila TFSE,S. Juhász Attila,TFSE,53.07
400 m gát,M,2000,1,Bédi Tibor Bp. Honvéd,Bédi Tibor,Bp. Honvéd,50.68
400 m gát,M,2000,2,Kovács Dusán Balassagyarmat,Kovács Dusán,Balassagyarmat,51.16
400 m gát,M,2000,3,Kilvinger Attila Debreceni SI,Kilvinger Attila,Debreceni SI,51.57
400 m gát,M,2001,1,Kovács Dusán SZGYÁG DVSE,Kovács Dusán,SZGYÁG DVSE,50.07
400 m gát,M,2001,2,Kilvinger Attila Debreceni AK,Kilvinger Attila,Debreceni AK,52.53
400 m gát,M,2001,3,Bédi Tibor Bp. Honvéd,Bédi Tibor,Bp. Honvéd,52.75
400 m gát,M,2002,1,Kovács Dusán Debreceni AK,Kovács Dusán,Debreceni AK,51.26
400 m gát,M,2002,2,Dezső Ákos Gödöllői EAC,Dezső Ákos,Gödöllői EAC,51.98
400 m gát,M,2002,3,Zsombor Csaba Bp. Honvéd,Zsombor Csaba,Bp. Honvéd,52.68
400 m gát,M,2003,1,Dezső Ákos Bp. Honvéd,Dezső Ákos,Bp. Honvéd,51.37
400 m gát,M,2003,2,Lóczi Rumen Ferencvárosi TC,Lóczi Rumen,Ferencvárosi TC,53.14
400 m gát,M,2003,3,Csillag Levente Szolnoki MÁV,Csillag Levente,Szolnoki MÁV,53.16
400 m gát,M,2004,1,Dezső Ákos Bp. Honvéd,Dezső Ákos,Bp. Honvéd,51.16
400 m gát,M,2004,2,Agócs Zsolt KSI,Agócs Zsolt,KSI,53.4
400 m gát,M,2004,3,Szabó János Debreceni SC,Szabó János,Debreceni SC,53.58
400 m gát,M,2005,1,Dezső Ákos Bp. Honvéd,Dezső Ákos,Bp. Honvéd,50.0
400 m gát,M,2005,2,Kasper István TFSE,Kasper István,TFSE,51.5
400 m gát,M,2005,3,Lóczi Rume Ferencvárosi TC,Lóczi Rumen,Ferencvárosi TC,51.78
400 m gát,M,2006,1,Molnár Balázs Dunaújvárosi AC,Molnár Balázs,Dunaújvárosi AC,51.64
400 m gát,M,2006,2,Kasper István TFSE,Kasper István,TFSE,52.58
400 m gát,M,2006,3,Agócs Zsolt KSI,Agócs Zsolt,KSI,53.02
400 m gát,M,2007,1,Molnár Balázs Alba Regia AK,Molnár Balázs,Alba Regia AK,52.03
400 m gát,M,2007,2,Agócs Zsolt KSI,Agócs Zsolt,KSI,53.73
400 m gát,M,2007,3,Balasi Imre Békési DAC,Balasi Imre,Békési DAC,54.29
400 m gát,M,2008,1,Molnár Balázs Alba Regia AK,Molnár Balázs,Alba Regia AK,51.53
400 m gát,M,2008,2,Agócs Zsolt KSI,Agócs Zsolt,KSI,52.35
400 m gát,M,2008,3,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,52.6
400 m gát,M,2009,1,Molnár Balázs Alba Regia AK,Molnár Balázs,Alba Regia AK,52.29
400 m gát,M,2009,2,Agócs Zsolt KSI,Agócs Zsolt,KSI,52.99
400 m gát,M,2009,3,Ecsedi Gergő ASE,Ecsedi Gergő,ASE,53.17
400 m gát,M,2010,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,52.26
400 m gát,M,2010,2,Bartha László VEDAC,Bartha László,VEDAC,52.49
400 m gát,M,2010,3,Hegedűs Mátyás Tatabányai SC,Hegedűs Mátyás,Tatabányai SC,52.99
400 m gát,M,2011,1,Koroknai Tibor Debreceni SC,Koroknai Tibor,Debreceni SC,51.27
400 m gát,M,2011,2,Koroknai Tibor Debreceni SC,Koroknai Tibor,Debreceni SC,52.5
400 m gát,M,2011,3,Hegedűs Mátyás Tatabányi SC,Hegedűs Mátyás,Tatabányi SC,53.19
400 m gát,M,2012,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,51.6
400 m gát,M,2012,2,Koroknai Máté Debreceni SC-SI,Koroknai Máté,Debreceni SC-SI,52.84
400 m gát,M,2012,3,Kővári Tamás Ikarus BSE,Kővári Tamás,Ikarus BSE,53.04
400 m gát,M,2013,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,51.04
400 m gát,M,2013,2,Koroknai Máté Debreceni SC-SI,Koroknai Máté,Debreceni SC-SI,51.32
400 m gát,M,2013,3,Kővári Tamás Ikarus BSE,Kővári Tamás,Ikarus BSE,52.8
400 m gát,M,2014,1,Koroknai Máté Debreceni SC-SI,Koroknai Máté,Debreceni SC-SI,50.5
400 m gát,M,2014,2,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,51.17
400 m gát,M,2014,3,Kővári Tamás Ikarus BSE,Kővári Tamás,Ikarus BSE,52.38
400 m gát,M,2015,1,Koroknai Máté Debreceni SC-DSI,Koroknai Máté,Debreceni SC-DSI,50.72
400 m gát,M,2015,2,Bartha László VEDAC,Bartha László,VEDAC,53.21
400 m gát,M,2015,3,Kővári Tamás Ikarus BSE,Kővári Tamás,Ikarus BSE,53.33
400 m gát,M,2016,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,50.85
400 m gát,M,2016,2,Tamási Ottó Kecskeméti ARC,Tamási Ottó,Kecskeméti ARC,52.37
400 m gát,M,2016,3,Kővári Tamás Ikarus BSE,Kővári Tamás,Ikarus BSE,52.52
400 m gát,M,2017,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,49.9
400 m gát,M,2017,2,Tamási Ottó Kecskeméti ARC,Tamási Ottó,Kecskeméti ARC,53.16
400 m gát,M,2017,3,Balasi Imre Békési DAC,Balasi Imre,Békési DAC,53.4
400 m gát,M,2018,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,50.8
400 m gát,M,2018,2,Huller Dániel Dunakeszi VSE,Huller Dániel,Dunakeszi VSE,52.74
400 m gát,M,2018,3,Varga Dániel Ferencvárosi TC,Varga Dániel,Ferencvárosi TC,53.72
400 m gát,M,2019,1,Koroknai Máté DSC-DSI,Koroknai Máté,DSC-DSI,51.19
400 m gát,M,2019,2,Huller Dániel Dunakeszi VSE,Huller Dániel,Dunakeszi VSE,53.34
400 m gát,M,2019,3,Varga Dániel Ferencvárosi TC,Varga Dániel,Ferencvárosi TC,53.89
400 m gát,M,2020,1,Koroknai Máté Debreceni SC-SI,Koroknai Máté,Debreceni SC-SI,50.56
400 m gát,M,2020,2,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,51.02
400 m gát,M,2020,3,Bencsik Ádám Ikarus BSE,Bencsik Ádám,Ikarus BSE,53.3
400 m gát,M,2021,1,Koroknai Máté Debreceni SC-SI,Koroknai Máté,Debreceni SC-SI,49.77
400 m gát,M,2021,2,Csókás Nikolasz Alba Regia AK,Csókás Nikolasz,Alba Regia AK,52.15
400 m gát,M,2021,3,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,52.21
400 m gát,M,2022,1,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,50.99
400 m gát,M,2022,2,Bánóczy Árpád Vasas,Bánóczy Árpád,Vasas,51.21
400 m gát,M,2022,3,Molnár Csaba Ikarus BSE,Molnár Csaba,Ikarus BSE,51.97
400 m gát,M,2023,1,Bánóczy Árpád Nimród Vasas,Bánóczy Árpád,Nimród Vasas,50.79
400 m gát,M,2023,2,Molnár Csaba Levente Ikarus BSE,Molnár Csaba,Ikarus BSE,51.13
400 m gát,M,2023,3,Koroknai Tibor Debreceni SC-SI,Koroknai Tibor,Debreceni SC-SI,51.43
400 m gát,M,2024,1,Bánóczy Árpád Vasas,Bánóczy Árpád,Vasas,50.19
400 m gát,M,2024,2,Molnár Csaba Ikarus BSE,Molnár Csaba,Ikarus BSE,50.89
400 m gát,M,2024,3,Birovecz Bátor Újpesti TE,Birovecz Bátor,Újpesti TE,51.03
400 m gát,M,2025,1,Takács Gergő Ikarus BSE,Takács Gergő,Ikarus BSE,50.45
400 m gát,M,2025,2,Molnár Csaba Levente Ikarus BSE,Molnár Csaba,Ikarus BSE,50.59
400 m gát,M,2025,3,Bánóczy Árpád Vasas,Bánóczy Árpád,Vasas,50.91
400 m gát,W,1976,1,Mohácsi Éva Bp. Honvéd,Mohácsi Éva,Bp. Honvéd,61.1
400 m gát,W,1976,2,Baumann Gizella Újpesti Dózsa,Baumann Gizella,Újpesti Dózsa,62.8
400 m gát,W,1976,3,Orosz Irén (atléta) Újpesti Dózsa,Orosz Irén,(atléta) Újpesti Dózsa,63.1
400 m gát,W,1977,1,Mohácsi Éva Bp. Honvéd,Mohácsi Éva,Bp. Honvéd,58.12
400 m gát,W,1977,2,Benes Dorottya BVSC,Benes Dorottya,BVSC,60.22
400 m gát,W,1977,3,Németh Ilona Bp. Spartacus,Németh Ilona,Bp. Spartacus,60.53
400 m gát,W,1978,1,Mohácsi Éva Bp. Honvéd,Mohácsi Éva,Bp. Honvéd,57.97
400 m gát,W,1978,2,Gyovai Gertrud Újpesti Dózsa,Gyovai Gertrud,Újpesti Dózsa,60.59
400 m gát,W,1978,3,Benes Dorottya BVSC,Benes Dorottya,BVSC,60.74
400 m gát,W,1979,1,Mohácsi Éva Tatabányai Bányász,Mohácsi Éva,Tatabányai Bányász,57.3
400 m gát,W,1979,2,Czene Zsuzsa Csepel SC,Czene Zsuzsa,Csepel SC,59.67
400 m gát,W,1979,3,Benes Dorottya BVSC,Benes Dorottya,BVSC,60.37
400 m gát,W,1980,1,Palanek Éva KSI,Palanek Éva,KSI,58.7
400 m gát,W,1980,2,Siska Xénia Bp. Vasas,Siska Xénia,Bp. Vasas,59.83
400 m gát,W,1980,3,Czene Zsuzsa Csepel SC,Czene Zsuzsa,Csepel SC,59.95
400 m gát,W,1981,3,Czene Zsuzsa Csepel SC,Czene Zsuzsa,Csepel SC,59.67
400 m gát,W,1982,1,Gyovai Gertrúd Újpesti Dózsa,Gyovai Gertrúd,Újpesti Dózsa,59.47
400 m gát,W,1982,2,Tarjányi Eszter Bp. Honvéd,Tarjányi Eszter,Bp. Honvéd,59.59
400 m gát,W,1982,3,Czene Zsuzsa Csepel SC,Czene Zsuzsa,Csepel SC,59.62
400 m gát,W,1983,1,Szopori Erika SZEOL AK,Szopori Erika,SZEOL AK,57.97
400 m gát,W,1983,2,Tarjányi Eszter MTK-VM,Tarjányi Eszter,MTK-VM,58.7
400 m gát,W,1983,3,Szepesi Éva Szegedi VSE,Szepesi Éva,Szegedi VSE,59.12
400 m gát,W,1984,1,Szopori Erika SZEOL AK,Szopori Erika,SZEOL AK,58.21
400 m gát,W,1984,2,Tarjányi Eszter MTK-VM,Tarjányi Eszter,MTK-VM,59.15
400 m gát,W,1984,3,Bányai Ilona TFSE,Bányai Ilona,TFSE,59.88
400 m gát,W,1985,1,Szopori Erika SZEOL-DÉLÉP,Szopori Erika,SZEOL-DÉLÉP,58.59
400 m gát,W,1985,2,Bihari Ildikó MTK-VM,Bihari Ildikó,MTK-VM,59.46
400 m gát,W,1985,3,Bányai Ilona Építők SC,Bányai Ilona,Építők SC,59.48
400 m gát,W,1986,1,Balázs Éva Bp. Honvéd,Balázs Éva,Bp. Honvéd,59.88
400 m gát,W,1986,2,Szekeres Judit Szolnoki MÁV MTE,Szekeres Judit,Szolnoki MÁV MTE,60.37
400 m gát,W,1986,3,Bányai Ilona Hevesi SE,Bányai Ilona,Hevesi SE,60.71
400 m gát,W,1987,1,Szopori Erika Szeged SC,Szopori Erika,Szeged SC,56.9
